,name,year,price,bodyPercent,Tanning,Sugar,Acidic
35,"Domaine Jean-Louis Chave
Clos Florentin 2017",2017,$234.82,75.4618%;,52.5616%;,12.5493%;,54.532%;
36,"E. Guigal
Côte-Rôtie La Turque 2019",2019,$501.50,69.941%;,66.4626%;,10.2517%;,64.435%;
37,"Château La Nerthe
Cuvée des Cadettes Châteauneuf-du-Pape 2016",2016,$353.95,84.605%;,39.6536%;,12.6053%;,44.1185%;
38,"Domaine Jean-Louis Chave
Clos Florentin 2020",2020,$271.35,75.4618%;,52.5616%;,12.5493%;,54.532%;
39,"E. Guigal
Côte-Rôtie La Landonne 2018",2018,$501.50,74.4159%;,70.7091%;,9.99265%;,64.9285%;
40,"E. Guigal
Côte-Rôtie La Landonne 2008",2008,$346.95,74.4159%;,70.7091%;,9.99265%;,64.9285%;
41,"Johann Michel
Mère Michel 2019",2019,$170.09,81.5384%;,44.7115%;,17.5%;,57.8846%;
42,"Domaine du Tunnel
Pur Noir 2020",2020,$236.24,85%;,52.8542%;,20.151%;,52.4115%;
43,"Guy Bernard
Côte Brune Côte-Rôtie 2020",2020,$99.99,68.9175%;,58.4346%;,0px;,68.0982%;
44,"E. Guigal
Côte-Rôtie La Mouline 2017",2017,$438.59,66.6169%;,64.1945%;,10.2499%;,64.353%;
45,"Pegau
Cuvée Da Capo Châteauneuf-du-Pape 2015",2015,$576.29,85%;,40.9855%;,19.5418%;,44.77%;
46,"E. Guigal
Ermitage Ex-Voto 2017",2017,$407.99,82.7338%;,69.9444%;,13.4667%;,56.4577%;
47,"Delas
Les Bessards Hermitage 2014",2014,$229.99,85%;,67.9345%;,9.84127%;,53.7901%;
48,"Pierre Usseglio
Châteauneuf-du-Pape Cuvée de mon Aïeul 2018",2018,$79.99,85%;,41.0312%;,19.9819%;,43.1994%;
49,"Domaine Jean-Louis Chave
L'Hermitage 1998",1998,$749.99,80.8495%;,69.4019%;,8.80194%;,55.717%;
50,"M. Chapoutier
Ermitage l'Ermite 1997",1997,$279.99,81.8494%;,69.2983%;,10.3532%;,56.2876%;
51,"E. Guigal
Côte-Rôtie La Landonne 2017",2017,$567,74.4159%;,70.7091%;,9.99265%;,64.9285%;
52,"E. Guigal
Ermitage Ex-Voto 2015",2015,$461,82.7338%;,69.9444%;,13.4667%;,56.4577%;
53,"Delas
Les Bessards Hermitage 2013",2013,$448,85%;,67.9345%;,9.84127%;,53.7901%;
54,"Pegau
Cuvée Da Capo Châteauneuf-du-Pape 2016",2016,$790,85%;,40.9855%;,19.5418%;,44.77%;
55,"E. Guigal
Côte-Rôtie La Mouline 2014",2014,$533,66.6169%;,64.1945%;,10.2499%;,64.353%;
56,"M. Chapoutier
Châteauneuf-du-Pape Barbe Rac 2015",2015,$256.67,83.0157%;,39.587%;,14.459%;,44.8634%;
57,"M. Chapoutier
Ermitage l'Ermite 2018",2018,$980,81.8494%;,69.2983%;,10.3532%;,56.2876%;
58,"Jean-Michel Gerin
La Landonne Côte-Rôtie 2015",2015,$416,68.4601%;,59.1367%;,13.7056%;,66.4986%;
59,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2006",2006,$300.15,83.1154%;,67.4268%;,9.73907%;,54.61%;
60,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2018",2018,$262.50,85%;,43.9023%;,16.0564%;,44.2861%;
61,"Clos Saint Jean
Chateauneuf-du-Pape Sanctus Sanctorum 2018",2018,$559.69,85%;,40.5755%;,11.5164%;,44.3917%;
62,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2018",2018,$135.04,85%;,42.9088%;,17.1178%;,47.2335%;
63,"Clos Saint Jean
Châteauneuf-du-Pape Deus Ex Machina 2020",2020,$124.94,85%;,42.125%;,23.26%;,43.3378%;
