,name,year,price,bodyPercent,Tanning,Sugar,Acidic
16,"Maison Denuziere
Côte-Rôtie 2018",2018,$109.19,79.7881%;,80.2336%;,0.0847749%;,64.2595%;
17,"Michel & Stéphane Ogier
Lancement Côte-Rôtie 2016",2016,$625.79,72.765%;,63.8586%;,10.7637%;,64.6913%;
18,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2021",2021,$136.49,85%;,43.9023%;,16.0564%;,44.2861%;
19,"Château La Nerthe
Châteauneuf-du-Pape 2019",2019,$73.45,83.2776%;,37.7941%;,7.91678%;,45.1038%;
20,"Pères de l'Église
L'Heritage de Pollus Châteauneuf-du-Pape 2019",2019,$68.24,85%;,44.7388%;,8.17164%;,46.4179%;
21,"E. Guigal
Château d'Ampuis Côte-Rôtie 2018",2018,$173.39,73.0045%;,66.6602%;,9.70693%;,64.9365%;
22,"E. Guigal
Saint-Joseph Vignes de L'Hospice 2018",2018,$96.89,75.2537%;,50.7448%;,9.77772%;,54.6425%;
23,"Domaine Saint Préfert
Collection Charles Giraud Châteauneuf-du-Pape 2019",2019,$168.29,85%;,41.7795%;,19.4809%;,44.3795%;
24,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2010",2010,$329.99,85%;,43.9393%;,5.10871%;,44.7253%;
25,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1998",1998,$269.99,83.1154%;,67.4268%;,9.73907%;,54.61%;
26,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1985",1985,$449.99,83.1154%;,67.4268%;,9.73907%;,54.61%;
27,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2006",2006,$299.99,81.8996%;,39.3383%;,14.0024%;,44.2708%;
28,"Roger Sabon
Châteauneuf-du-Pape Le Secret Des Sabon 2001",2001,$449.99,78.0466%;,39.5604%;,16.5691%;,46.7192%;
29,"M. Chapoutier
Côte-Rôtie La Mordorée 2014",2014,$399.99,69.3427%;,66.1683%;,5.99777%;,64.7653%;
30,"Château de Beaucastel
Châteauneuf-du-Pape 2009",2009,$229.99,83.2174%;,39.8547%;,10.6892%;,45.0798%;
31,"Delas
Les Bessards Hermitage 2016",2016,$448,85%;,67.9345%;,9.84127%;,53.7901%;
32,"Château de Beaucastel
Châteauneuf-du-Pape 2020",2020,$179.99,83.2174%;,39.8547%;,10.6892%;,45.0798%;
33,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2009",2009,$96,85%;,50.2869%;,9.1738%;,56.1419%;
34,"Rotem & Mounir Saouma
Arioso Châteauneuf-du-Pape 2019",2019,$203.99,75.4475%;,39.1928%;,17.6076%;,48.3246%;
35,"Château de Nalys
Châteauneuf-du-Pape Rouge 2018",2018,$119.99,83.6389%;,38.808%;,9.13121%;,44.7517%;
36,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2020",2020,$101.99,82.4248%;,40.3363%;,8.72567%;,45.219%;
37,"Nicolas Champagneux
Les Grandes Places Côte Rôtie 2015",2015,$118.33,73.5034%;,62.9184%;,0px;,66.733%;
38,"d'Arbousset
Lirac 2017",2017,$29.99,67.9049%;,50.8472%;,8.91341%;,56.1837%;
39,"Domaine Garon
Lancement Côte-Rôtie 2016",2016,$166.99,67.3511%;,63.6513%;,7.80573%;,66.2548%;
40,"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2017",2017,$149.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;
41,"Domaine du Vieux Lazaret
Cuvée Exceptionnelle Châteauneuf-du-Pape 2016",2016,$174.99,84.8211%;,38.4035%;,12.4306%;,43.2552%;
42,"Château de Beaucastel
Châteauneuf-du-Pape 2006",2006,$199.99,83.2174%;,39.8547%;,10.6892%;,45.0798%;
43,"Jean-Luc Colombo
Syrah Cornas La Louvée 2013",2013,$122.67,75.0205%;,47.2005%;,5.15082%;,54.3777%;
44,"Château de Saint Cosme
Gigondas Le Poste 2021",2021,$175.99,62.5517%;,51.3938%;,16.3194%;,56.8169%;
45,"Rotem & Mounir Saouma
Arioso Châteauneuf-du-Pape 2017",2017,$249.99,75.4475%;,39.1928%;,17.6076%;,48.3246%;
46,"Nicolas Champagneux
Les Grandes Places Côte Rôtie 2016",2016,$118.33,73.5034%;,62.9184%;,0px;,66.733%;
47,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cuvée Barberini 2016",2016,$104.99,85%;,39.0621%;,17.1404%;,43.2967%;
48,"Rotem & Mounir Saouma
Arioso Châteauneuf-du-Pape 2020",2020,$229.99,75.4475%;,39.1928%;,17.6076%;,48.3246%;
49,"Château de la Font du Loup
Chateauneuf-du-Pape Rouge 2020",2020,$69.99,81.5186%;,39.7631%;,6.94953%;,46.7445%;
50,"Domaine Garon
Lancement Côte-Rôtie 2013",2013,$136.99,67.3511%;,63.6513%;,7.80573%;,66.2548%;
51,"Jean-Michel Gerin
Les Grandes Places Côte-Rôtie 2019",2019,$192,73.1031%;,63.6177%;,17.1175%;,63.7115%;
52,"Jean-Michel Gerin
Champin le Seigneur Côte-Rôtie 2017",2017,$80,70.1467%;,67.0028%;,6.40203%;,64.9755%;
53,"M. Chapoutier
Ermitage Le Méal 2011",2011,$659.17,82.9412%;,67.4531%;,14.5911%;,55.5257%;
54,"Domaine Brun Avril
Châteauneuf-du-Pape Rouge 2019",2019,$55,84.9386%;,39.5589%;,0.653793%;,45.1627%;
55,"Francois Villard
Côte-Rôtie Le Gallet Blanc 2017",2017,$80,74.9826%;,65.8136%;,6.67641%;,63.3228%;
56,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2015",2015,$177.24,85%;,42.9088%;,17.1178%;,47.2335%;
57,"Domaine de Cristia
Châteauneuf-du-Pape Vieilles Vignes 2020",2020,$131.75,83.3359%;,39.6296%;,20.706%;,42.3198%;
58,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cuvée Barberini 2020",2020,$93.95,85%;,39.0621%;,17.1404%;,43.2967%;
59,"Château Mont-Redon
Le Plateau Châteauneuf-du-Pape 2017",2017,$244.76,80.0888%;,40.1521%;,7.30425%;,47.0465%;
60,"Vignobles Mayard
La Crau de ma Mère Châteauneuf-du-Pape Rouge 2020",2020,$74.27,85%;,41.1242%;,10.4812%;,44.292%;
61,"Domaine Jean-Louis Chave
Hermitage Selection Farconnet 2020",2020,$98.60,85%;,69.0974%;,6.74481%;,55.4596%;
62,"Domaine La Barroche
Châteauneuf-du-Pape 2020",2020,$71.40,85%;,41.948%;,12.8143%;,43.6772%;
63,"Domaine de Cristia
Châteauneuf-du-Pape Renaissance 2020",2020,$99.99,85%;,38.6655%;,12.9217%;,40.9537%;
64,"Domaine Saint Préfert
Domaine Isabel Ferrando Colombis Châteauneuf-du-Pape 2020",2020,$195.50,84.802%;,43.3389%;,15.1412%;,46.4238%;
65,"Château Mont-Redon
Châteauneuf-du-Pape 2020",2020,$70.34,85%;,38.4515%;,6.41407%;,43.9535%;
66,"Laurent Fayolle
Les Diognières Hermitage 2021",2021,$118.16,85%;,57.2817%;,0px;,56.5079%;
67,"Domaine Georges Vernay
Blonde du Seigneur Côte-Rôtie 2019",2019,$146.15,69.2503%;,66.7818%;,5.97317%;,64.8773%;
68,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cornelia Constanza 2020",2020,$119.27,81.2009%;,43.97%;,22.6227%;,50.3302%;
69,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2019",2019,$140.10,85%;,42.9088%;,17.1178%;,47.2335%;
70,"Domaine Olivier Hillaire
Châteauneuf-du-Pape 2020",2020,$44.94,85%;,36.8048%;,6.55735%;,41.4485%;
71,"Pierre Usseglio
Châteauneuf-du-Pape 2019",2019,$49.94,84.5346%;,39.5271%;,9.93002%;,44.4859%;
72,"Domaine Giraud
Grenaches de Pierre Châteauneuf-du-Pape 2020",2020,$129.94,83.3051%;,42.673%;,19.6502%;,45.341%;
73,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2020",2020,$179.94,83.1154%;,67.4268%;,9.73907%;,54.61%;
74,"Domaine de Beaurenard
Châteauneuf-du-Pape 2020",2020,$54.94,84.5972%;,41.9308%;,6.78568%;,44.479%;
75,"Pierre Gaillard
Côte-Rôtie Rose Pourpre 2018",2018,$134.94,69.9661%;,66.1144%;,7.11668%;,65.0173%;
76,"M. Chapoutier
Châteauneuf-du-Pape La Bernardine 2020",2020,$56.99,82.6599%;,38.4786%;,7.20969%;,44.5317%;
77,"Delas
Domaine des Tourettes Hermitage Rouge 2019",2019,$101.99,84.5011%;,68.8611%;,8.14373%;,55.9865%;
78,"Pegau
Châteauneuf-du-Pape Cuvée Laurence 2018",2018,$102.99,83.5078%;,40.4617%;,13.9384%;,44.3571%;
79,"Ogier
Clos de l'Oratoire des Papes Châteauneuf-du-Pape 2021",2021,$76.99,84.1766%;,38.5062%;,7.62827%;,45.19%;
80,"Le Vieux Donjon
Châteauneuf-du-Pape 2020",2020,$69.99,83.7684%;,40.0149%;,10.5809%;,43.9631%;
81,"Domaine des Espiers
Gigondas Les Grames 2019",2019,$31.99,67.971%;,46.0533%;,7.27899%;,51.3726%;
82,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2020",2020,$145,81.8996%;,39.3383%;,14.0024%;,44.2708%;
83,"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2019",2019,$119.99,85%;,42.0881%;,17.4804%;,44.0526%;
84,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2021",2021,$89.99,82.4248%;,40.3363%;,8.72567%;,45.219%;
85,"Brotte
Secret Barville Chateauneuf-du-Pape 2021",2021,$60.99,85%;,40.7434%;,5.44852%;,42.0191%;
