wine_image,name,compareFoods,rating,about_wine,Winery,Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic,NewBodyPercent,NewTanning,NewDryOrSweet,NewAcidic,Region,Grape_Types,Description,WordCloud,Lemmatizer
https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,"Château l'Évangile
Pomerol 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Château l'Évangile""], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.']]"," ""Château lÉvangile""",red, 13%,2019,$365,70.955%;,54.1717%;,9.67288%;,51.8575%;,70.955,54.1717,9.67288,51.8575,Bordeaux,"["" '100% Merlot'""]","Wine description, Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.","['deep', 'dark', 'colour', 'with', 'hints', 'of', 'violet', '.', 'very', 'fruity', 'nose', 'with', 'dark', 'berries', 'morello', 'cherries', 'blackcurrants', 'and', 'fresh', 'notes', 'of', 'mocha', 'and', 'toast', '.', 'on', 'the', 'palate', 'the', 'attack', 'is', 'refined', 'and', 'silky', 'with', 'a', 'powerful', 'balanced', 'tannic', 'structure', '.', 'the', 'texture', 'is', 'dense', 'and', 'very', 'velvety', 'thanks', 'to', 'the', 'ripe', 'wellcoated', 'tannins', '.', 'the', 'finish', 'is', 'long', 'with', 'fruity', 'notes', 'but', 'is', 'dominated', 'by', 'the', 'quality', 'of', 'the', 'tannins', '.']","['deep', 'dark', 'colour', 'hint', 'violet', '.', 'fruity', 'nose', 'dark', 'berry', 'morello', 'cherry', 'blackcurrants', 'fresh', 'note', 'mocha', 'toast', '.', 'palate', 'attack', 'refined', 'silky', 'powerful', 'balanced', 'tannic', 'structure', '.', 'texture', 'dense', 'velvety', 'thanks', 'ripe', 'wellcoated', 'tannin', '.', 'finish', 'long', 'fruity', 'note', 'dominated', 'quality', 'tannin', '.']"
https://images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_x600.png,"Château Pichon Longueville Comtesse de Lalande
Pauillac (Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Pichon Longueville Comtesse de Lalande'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wine is seductive when young without prejudicing its longevity. As well as an oaky flavour imparted by new oak barrels, the wines show inimitable aromas of tobacco, violets, blackcurrant and ripe fruit, and also hints of pencil lead.']]", Château Pichon Longueville Comtesse de Lalande,red, 13%,2016,$379.95,68.8172%;,69.7679%;,7.33892%;,71.19%;,68.8172,69.7679,7.33892,71.19,Bordeaux,"["" '100% Cabernet Franc'""]","Wine description, The wine is seductive when young without prejudicing its longevity. As well as an oaky flavour imparted by new oak barrels, the wines show inimitable aromas of tobacco, violets, blackcurrant and ripe fruit, and also hints of pencil lead.","['the', 'wine', 'is', 'seductive', 'when', 'young', 'without', 'prejudicing', 'its', 'longevity', '.', 'as', 'well', 'as', 'an', 'oaky', 'flavour', 'imparted', 'by', 'new', 'oak', 'barrels', 'the', 'wines', 'show', 'inimitable', 'aromas', 'of', 'tobacco', 'violets', 'blackcurrant', 'and', 'ripe', 'fruit', 'and', 'also', 'hints', 'of', 'pencil', 'lead', '.']","['wine', 'seductive', 'young', 'without', 'prejudicing', 'longevity', '.', 'well', 'oaky', 'flavour', 'imparted', 'new', 'oak', 'barrel', 'wine', 'show', 'inimitable', 'aroma', 'tobacco', 'violet', 'blackcurrant', 'ripe', 'fruit', 'also', 'hint', 'pencil', 'lead', '.']"
https://images.vivino.com/thumbs/x-TWAPHhQ7i9jWK9mD8r3g_pb_x600.png,"Clos Fourtet
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Clos Fourtet'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A purple ruby colour reflecting the full-bodied, deep character of the wine. Black cherry, floral aromas on the nose with a touch of chocolate and subtle hints of oak. Savoury on the palate with silky tannins and a mineral freshness.']]", Clos Fourtet,red, 13.5%,2009,$496,71.4282%;,54.9845%;,11.4079%;,52.0404%;,71.4282,54.9845,11.4079,52.0404,Bordeaux,"["" '100% Merlot'""]","Wine description, A purple ruby colour reflecting the full-bodied, deep character of the wine. Black cherry, floral aromas on the nose with a touch of chocolate and subtle hints of oak. Savoury on the palate with silky tannins and a mineral freshness.","['a', 'purple', 'ruby', 'colour', 'reflecting', 'the', 'fullbodied', 'deep', 'character', 'of', 'the', 'wine', '.', 'black', 'cherry', 'floral', 'aromas', 'on', 'the', 'nose', 'with', 'a', 'touch', 'of', 'chocolate', 'and', 'subtle', 'hints', 'of', 'oak', '.', 'savoury', 'on', 'the', 'palate', 'with', 'silky', 'tannins', 'and', 'a', 'mineral', 'freshness', '.']","['purple', 'ruby', 'colour', 'reflecting', 'fullbodied', 'deep', 'character', 'wine', '.', 'black', 'cherry', 'floral', 'aroma', 'nose', 'touch', 'chocolate', 'subtle', 'hint', 'oak', '.', 'savoury', 'palate', 'silky', 'tannin', 'mineral', 'freshness', '.']"
https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,"Château d'Armailhac
Pauillac (Grand Cru Classé) 2000","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', ""Château d'Armailhac""], ['Grapes', '58% Cabernet Sauvignon, 42% Merlot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A dense and deep red with a violet tint, the wine has a still slightly reserved nose which opens with airing on hints of cassis, blackberry and fresh red fruit mingled with touches of cedarwood. The attack is nicely rounded, with well-integrated tannins that fill out on a mid-palate full of fruit. The flavours linger pleasingly in a full and expressive finish that gives the wine a fine overall balance.']]"," ""Château dArmailhac""",red, 12.5%,2000,$873,72.446%;,71.802%;,7.22088%;,71.7408%;,72.446,71.802,7.22088,71.7408,Bordeaux,"["" '58% Cabernet Sauvignon"", "" 42% Merlot'""]","Wine description, A dense and deep red with a violet tint, the wine has a still slightly reserved nose which opens with airing on hints of cassis, blackberry and fresh red fruit mingled with touches of cedarwood. The attack is nicely rounded, with well-integrated tannins that fill out on a mid-palate full of fruit. The flavours linger pleasingly in a full and expressive finish that gives the wine a fine overall balance.","['a', 'dense', 'and', 'deep', 'red', 'with', 'a', 'violet', 'tint', 'the', 'wine', 'has', 'a', 'still', 'slightly', 'reserved', 'nose', 'which', 'opens', 'with', 'airing', 'on', 'hints', 'of', 'cassis', 'blackberry', 'and', 'fresh', 'red', 'fruit', 'mingled', 'with', 'touches', 'of', 'cedarwood', '.', 'the', 'attack', 'is', 'nicely', 'rounded', 'with', 'wellintegrated', 'tannins', 'that', 'fill', 'out', 'on', 'a', 'midpalate', 'full', 'of', 'fruit', '.', 'the', 'flavours', 'linger', 'pleasingly', 'in', 'a', 'full', 'and', 'expressive', 'finish', 'that', 'gives', 'the', 'wine', 'a', 'fine', 'overall', 'balance', '.']","['dense', 'deep', 'red', 'violet', 'tint', 'wine', 'ha', 'still', 'slightly', 'reserved', 'nose', 'open', 'airing', 'hint', 'cassis', 'blackberry', 'fresh', 'red', 'fruit', 'mingled', 'touch', 'cedarwood', '.', 'attack', 'nicely', 'rounded', 'wellintegrated', 'tannin', 'fill', 'midpalate', 'full', 'fruit', '.', 'flavour', 'linger', 'pleasingly', 'full', 'expressive', 'finish', 'give', 'wine', 'fine', 'overall', 'balance', '.']"
https://images.vivino.com/thumbs/_SkmWX0tT_uDhipEaA1HVQ_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Cos d'Estournel""], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red, 13%,2020,$294.95,72.3436%;,73.1914%;,9.13%;,72.4533%;,72.3436,73.1914,9.13,72.4533,Bordeaux,"["" 'Cabernet Sauvignon"", ' Cabernet Franc', ' Merlot', "" Petit Verdot'""]","Wine description, The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.","['the', 'call', 'of', 'faraway', 'lands', '.', 'as', 'mysterious', 'and', 'intriguing', 'as', 'a', 'lone', 'adventurer', 'returning', 'from', 'a', 'solitary', 'sail', 'cos', 'destournel', 'is', 'slow', 'to', 'reveal', 'itself', '.', 'little', 'by', 'little', 'it', 'evokes', 'stories', 'of', 'distant', 'places', 'market', 'stalls', 'brimming', 'with', 'unfamiliar', 'fruits', 'spices', 'and', 'wares', 'village', 'festivities', 'warmed', 'by', 'the', 'joy', 'of', 'revelers', 'and', 'the', 'setting', 'sun', 'and', 'sumptuous', 'visions', 'of', 'ladies', 'and', 'their', 'voluptuous', 'curves', '.', 'a', 'myriad', 'of', 'scents', 'colors', 'and', 'tastes', 'appeals', 'to', 'the', 'senses', '.', 'the', 'grand', 'vin', 'of', 'cos', 'destournel', 'is', 'both', 'demure', 'and', 'deliberately', 'sensuous', 'a', 'fascinating', 'and', 'elegant', 'nectar', '.']","['call', 'faraway', 'land', '.', 'mysterious', 'intriguing', 'lone', 'adventurer', 'returning', 'solitary', 'sail', 'co', 'destournel', 'slow', 'reveal', '.', 'little', 'little', 'evokes', 'story', 'distant', 'place', 'market', 'stall', 'brimming', 'unfamiliar', 'fruit', 'spice', 'ware', 'village', 'festivity', 'warmed', 'joy', 'reveler', 'setting', 'sun', 'sumptuous', 'vision', 'lady', 'voluptuous', 'curve', '.', 'myriad', 'scent', 'color', 'taste', 'appeal', 'sens', '.', 'grand', 'vin', 'co', 'destournel', 'demure', 'deliberately', 'sensuous', 'fascinating', 'elegant', 'nectar', '.']"
https://images.vivino.com/thumbs/5y5suuCeT8KrIGoCn9ZrBQ_pb_x600.png,"La Mondotte
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2005","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'La Mondotte'], ['Grapes', 'Merlot, Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'It is an extremely concentrated, well-structured wine with a long aftertaste, very deep colour, and superb balance.']]", La Mondotte,red, 13%,2005,$530.95,74.322%;,55.2131%;,17.774%;,50.1151%;,74.322,55.2131,17.774,50.1151,Bordeaux,"["" 'Merlot"", "" Cabernet Franc'""]","Wine description, It is an extremely concentrated, well-structured wine with a long aftertaste, very deep colour, and superb balance.","['it', 'is', 'an', 'extremely', 'concentrated', 'wellstructured', 'wine', 'with', 'a', 'long', 'aftertaste', 'very', 'deep', 'colour', 'and', 'superb', 'balance', '.']","['extremely', 'concentrated', 'wellstructured', 'wine', 'long', 'aftertaste', 'deep', 'colour', 'superb', 'balance', '.']"
https://images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Cos d'Estournel""], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red, 13%,2019,$241.99,72.3436%;,73.1914%;,9.13%;,72.4533%;,72.3436,73.1914,9.13,72.4533,Bordeaux,"["" '100% Cabernet Sauvignon'""]","Wine description, The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.","['the', 'call', 'of', 'faraway', 'lands', '.', 'as', 'mysterious', 'and', 'intriguing', 'as', 'a', 'lone', 'adventurer', 'returning', 'from', 'a', 'solitary', 'sail', 'cos', 'destournel', 'is', 'slow', 'to', 'reveal', 'itself', '.', 'little', 'by', 'little', 'it', 'evokes', 'stories', 'of', 'distant', 'places', 'market', 'stalls', 'brimming', 'with', 'unfamiliar', 'fruits', 'spices', 'and', 'wares', 'village', 'festivities', 'warmed', 'by', 'the', 'joy', 'of', 'revelers', 'and', 'the', 'setting', 'sun', 'and', 'sumptuous', 'visions', 'of', 'ladies', 'and', 'their', 'voluptuous', 'curves', '.', 'a', 'myriad', 'of', 'scents', 'colors', 'and', 'tastes', 'appeals', 'to', 'the', 'senses', '.', 'the', 'grand', 'vin', 'of', 'cos', 'destournel', 'is', 'both', 'demure', 'and', 'deliberately', 'sensuous', 'a', 'fascinating', 'and', 'elegant', 'nectar', '.']","['call', 'faraway', 'land', '.', 'mysterious', 'intriguing', 'lone', 'adventurer', 'returning', 'solitary', 'sail', 'co', 'destournel', 'slow', 'reveal', '.', 'little', 'little', 'evokes', 'story', 'distant', 'place', 'market', 'stall', 'brimming', 'unfamiliar', 'fruit', 'spice', 'ware', 'village', 'festivity', 'warmed', 'joy', 'reveler', 'setting', 'sun', 'sumptuous', 'vision', 'lady', 'voluptuous', 'curve', '.', 'myriad', 'scent', 'color', 'taste', 'appeal', 'sens', '.', 'grand', 'vin', 'co', 'destournel', 'demure', 'deliberately', 'sensuous', 'fascinating', 'elegant', 'nectar', '.']"
https://images.vivino.com/thumbs/CL2ge7ytS26abMUAKgu6HA_pb_x600.png,"Château Mouton Rothschild
Le Petit Mouton de Mouton Rothschild Pauillac 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Mouton Rothschild'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The nose is dominated by red fruit aromas, elegantly underpinned by complex oak. The palate is dense and full-bodied. Silky, highly elegant tannins give the wine exceptional length.']]", Château Mouton Rothschild,red, 13.5%,2010,$524.99,71.2295%;,71.4095%;,9.20834%;,71.2593%;,71.2295,71.4095,9.20834,71.2593,Bordeaux,"["" '100% Cabernet Franc'""]","Wine description, The nose is dominated by red fruit aromas, elegantly underpinned by complex oak. The palate is dense and full-bodied. Silky, highly elegant tannins give the wine exceptional length.","['the', 'nose', 'is', 'dominated', 'by', 'red', 'fruit', 'aromas', 'elegantly', 'underpinned', 'by', 'complex', 'oak', '.', 'the', 'palate', 'is', 'dense', 'and', 'fullbodied', '.', 'silky', 'highly', 'elegant', 'tannins', 'give', 'the', 'wine', 'exceptional', 'length', '.']","['nose', 'dominated', 'red', 'fruit', 'aroma', 'elegantly', 'underpinned', 'complex', 'oak', '.', 'palate', 'dense', 'fullbodied', '.', 'silky', 'highly', 'elegant', 'tannin', 'give', 'wine', 'exceptional', 'length', '.']"
https://images.vivino.com/thumbs/7wKRbSVpRX6PcdqVn-gxDQ_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 1995","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Cos d'Estournel""], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red, 13%,1995,$377.99,72.3436%;,73.1914%;,9.13%;,72.4533%;,72.3436,73.1914,9.13,72.4533,Bordeaux,"["" 'Cabernet Sauvignon"", ' Cabernet Franc', ' Merlot', "" Petit Verdot'""]","Wine description, The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.","['the', 'call', 'of', 'faraway', 'lands', '.', 'as', 'mysterious', 'and', 'intriguing', 'as', 'a', 'lone', 'adventurer', 'returning', 'from', 'a', 'solitary', 'sail', 'cos', 'destournel', 'is', 'slow', 'to', 'reveal', 'itself', '.', 'little', 'by', 'little', 'it', 'evokes', 'stories', 'of', 'distant', 'places', 'market', 'stalls', 'brimming', 'with', 'unfamiliar', 'fruits', 'spices', 'and', 'wares', 'village', 'festivities', 'warmed', 'by', 'the', 'joy', 'of', 'revelers', 'and', 'the', 'setting', 'sun', 'and', 'sumptuous', 'visions', 'of', 'ladies', 'and', 'their', 'voluptuous', 'curves', '.', 'a', 'myriad', 'of', 'scents', 'colors', 'and', 'tastes', 'appeals', 'to', 'the', 'senses', '.', 'the', 'grand', 'vin', 'of', 'cos', 'destournel', 'is', 'both', 'demure', 'and', 'deliberately', 'sensuous', 'a', 'fascinating', 'and', 'elegant', 'nectar', '.']","['call', 'faraway', 'land', '.', 'mysterious', 'intriguing', 'lone', 'adventurer', 'returning', 'solitary', 'sail', 'co', 'destournel', 'slow', 'reveal', '.', 'little', 'little', 'evokes', 'story', 'distant', 'place', 'market', 'stall', 'brimming', 'unfamiliar', 'fruit', 'spice', 'ware', 'village', 'festivity', 'warmed', 'joy', 'reveler', 'setting', 'sun', 'sumptuous', 'vision', 'lady', 'voluptuous', 'curve', '.', 'myriad', 'scent', 'color', 'taste', 'appeal', 'sens', '.', 'grand', 'vin', 'co', 'destournel', 'demure', 'deliberately', 'sensuous', 'fascinating', 'elegant', 'nectar', '.']"
https://images.vivino.com/thumbs/O8YKDQAYRECYJloqiCp85g_pb_x600.png,"Château Montrose
Saint-Estèphe (Grand Cru Classé) 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Montrose'], ['Grapes', '72% Cabernet Sauvignon, 20% Merlot, 6% Cabernet Franc, 2% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'It has a fine and elegant robe with a beautifully intense and dark garnet. The nose, powerful and harmonious, is pleasantly woody. Aerated, it reveals lightly toasted aromas, followed with hints of ripe fruits and liquorice. The palate is full and soft with tight tannins and a light sweetness. The finish is long and harmonious.']]", Château Montrose,red, 14.5%,2018,$299.24,72.2547%;,76.4171%;,8.15681%;,73.7789%;,72.2547,76.4171,8.15681,73.7789,Bordeaux,"["" '72% Cabernet Sauvignon"", ' 20% Merlot', ' 6% Cabernet Franc', "" 2% Petit Verdot'""]","Wine description, It has a fine and elegant robe with a beautifully intense and dark garnet. The nose, powerful and harmonious, is pleasantly woody. Aerated, it reveals lightly toasted aromas, followed with hints of ripe fruits and liquorice. The palate is full and soft with tight tannins and a light sweetness. The finish is long and harmonious.","['it', 'has', 'a', 'fine', 'and', 'elegant', 'robe', 'with', 'a', 'beautifully', 'intense', 'and', 'dark', 'garnet', '.', 'the', 'nose', 'powerful', 'and', 'harmonious', 'is', 'pleasantly', 'woody', '.', 'aerated', 'it', 'reveals', 'lightly', 'toasted', 'aromas', 'followed', 'with', 'hints', 'of', 'ripe', 'fruits', 'and', 'liquorice', '.', 'the', 'palate', 'is', 'full', 'and', 'soft', 'with', 'tight', 'tannins', 'and', 'a', 'light', 'sweetness', '.', 'the', 'finish', 'is', 'long', 'and', 'harmonious', '.']","['ha', 'fine', 'elegant', 'robe', 'beautifully', 'intense', 'dark', 'garnet', '.', 'nose', 'powerful', 'harmonious', 'pleasantly', 'woody', '.', 'aerated', 'reveals', 'lightly', 'toasted', 'aroma', 'followed', 'hint', 'ripe', 'fruit', 'liquorice', '.', 'palate', 'full', 'soft', 'tight', 'tannin', 'light', 'sweetness', '.', 'finish', 'long', 'harmonious', '.']"
