,wine_image,name,year,price,bodyPercent,Sugar,Acidic,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol
1579,https://images.vivino.com/thumbs/INHlrh7dSiy23ybcfkgCtA_150x200.jpg,"Xavier Monnot
Corton-Charlemagne Grand Cru 2021",2021,$492.44,60.9375%;,7.70833%;,50.9375%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Xavier Monnot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Xavier Monnot,white,"[' Chardonnay', ' ']", Contains sulfites
1580,https://images.vivino.com/thumbs/WEwKxxGfSNelkT7USeOdeg_pb_x600.png,"Marc Colin
Montrachet Grand Cru 1998",1998,$999.99,62.4944%;,19.3104%;,49.4738%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Marc Colin'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It is big, powerful and lovely, with lots of weight, Grand Cru power, lovely fruit and lots of weight.']]", Marc Colin,white,"[' Chardonnay', ' ']", Contains sulfites
1581,https://images.vivino.com/thumbs/cwUPDVbjQ32SEsApe8Ebmg_pb_x600.png,"Bouchard Père & Fils
Chevalier-Montrachet Grand Cru Blanc 2017",2017,$689.99,60.7512%;,15.4343%;,48.8581%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Bouchard Père & Fils'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Chevalier-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Distinguished bouquet, with floral and fruit aromas as well as a toasty note. Complex and rich, without the least heaviness, this wine is elegance itself. Very good ageing potential.']]", Bouchard Père & Fils,white,"[' 100% Chardonnay', ' ']", Contains sulfites
1582,https://images.vivino.com/thumbs/y9Nr0qD6TISYL4H3X2biZA_pb_x600.png,"Vincent Girardin
Chevalier-Montrachet Grand Cru Blanc 2010",2010,$699,60.5986%;,13.0692%;,42.3575%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Vincent Girardin'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Chevalier-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'One of the most beautiful expression between elegance, finesse and strenght. The most mineral', 'wine of the grands crus of Chassagne-Montrachet and Puligny-Montrachet.']]", Vincent Girardin,white,"[' Chardonnay', ' ']", Contains sulfites
1583,https://images.vivino.com/thumbs/4OLpxNskRsW9fBdFGlMrBQ_pb_x600.png,"Lucien le Moine
Batard-Montrachet Grand Cru 2016",2016,$595,69.8336%;,23.7382%;,41.2826%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Lucien le Moine'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has aromas of lime, clove, nutmeg, mint, menthol and flint. Hugely concentrated but tightly coiled, conveying a powerful saline impression of terroir. Very dry and classic and explosive on the aftertaste, this grand cru will need a good decade of bottle aging before it approaches its peak.']]", Lucien le Moine,white,"[' 100% Chardonnay', ' ']", 14.5%
1584,https://images.vivino.com/thumbs/Yn7ejvHVT1OGa1N1ZFOm1g_pb_x600.png,"Jean Noël Gagnard
Bâtard-Montrachet Grand Cru 2018",2018,$994,66.0508%;,25.4621%;,44.6876%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Jean Noël Gagnard'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Jean Noël Gagnard,white,"[' 100% Chardonnay', ' ']", Contains sulfites
1585,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x600.png,"Château d'Yquem
Y 2020",2020,$399.99,64.0391%;,24.2663%;,38.5351%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/27_appetizers-snacks_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/28_leanfish_932x810.png']",4.6,"[['Winery', ""Château d'Yquem""], ['Grapes', '100% Sémillon'], ['Bordeaux Supérieur'], ['Wine style', 'Bordeaux White'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]"," ""Château dYquem""",white,"[' 100% Sémillon', ' ']", 14%
1586,https://images.vivino.com/thumbs/6aAbpL41RaigwKxVTfsbRA_pb_x600.png,"Domaine Jean-Michel Gaunoux
Meursault Perrières Premier Cru 2015",2015,$179.17,62.3055%;,13.561%;,50.445%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Domaine Jean-Michel Gaunoux'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Perrières'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Jean-Michel Gaunoux,white,"[' Chardonnay', ' ']", Contains sulfites
1587,https://images.vivino.com/thumbs/WwZ1ekzLRp6gfsCOlQ-wPQ_pb_x600.png,"Domaine Faiveley
Bâtard-Montrachet Grand Cru 2011",2011,$550,64.655%;,15.0127%;,48.0203%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Domaine Faiveley'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Faiveley,white,"[' Chardonnay', ' ']", Contains sulfites
1588,https://images.vivino.com/thumbs/XVG1p0QmRIylGuPQNAPGOA_pb_x600.png,"Bouchard Père & Fils
Montrachet Grand Cru Blanc 2013",2013,$875,61.044%;,11.2834%;,46.8272%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Bouchard Père & Fils'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Exquisite bouquet with a variety of aromas skilfully blended with a toasty note. Perfect harmony between power, smoothness and delicacy. The ""king of kings"". Very good ageing potential.']]", Bouchard Père & Fils,white,"[' 100% Chardonnay', ' ']", 13%
1589,https://images.vivino.com/thumbs/4yM6S5juRWGGsSkl5A1JDg_pb_x600.png,"Domaine Georges Vernay
Les Chaillées de L'Enfer Condrieu 2019",2019,$187.01,69.8396%;,20.5895%;,29.086%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/17_hardcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Domaine Georges Vernay'], ['Grapes', '100% Viognier'], ['France', 'Rhone Valley', 'Northern Rhône', 'Condrieu'], ['Wine style', 'Northern Rhône Condrieu'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Pale white color. Its complex bouquet reveals notes of stone fruit, apricot. The mouth is very mineral with a slight saline effect, apricot flavors, peach vines and exotic fruits. The finish leaves a light and elegant bitterness.']]", Domaine Georges Vernay,white,"[' 100% Viognier', ' ']", 14.5%
1590,https://images.vivino.com/thumbs/eBzMh3SOSDGAmJv0cg2vnw_pb_x600.png,"Raveneau
Chablis Premier Cru 'Butteaux' 2016",2016,$724.64,46.7611%;,10.3495%;,65.4376%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png']",4.6,"[['Winery', 'Raveneau'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Chablis', 'Chablis Premier Cru', ""Chablis 1er Cru 'Butteaux'""], ['Wine style', 'Burgundy Chablis'], ['Allergens', 'Contains sulfites']]", Raveneau,white,"[' 100% Chardonnay', ' ']", Contains sulfites
1591,https://images.vivino.com/thumbs/Pa-xX3PXSrqbCnLGdOz81g_pb_x600.png,"Domaine Faiveley
Bienvenues-Bâtard-Montrachet Grand Cru 2012",2012,$575,65.3954%;,6.15815%;,50.8463%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.6,"[['Winery', 'Domaine Faiveley'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bienvenues-Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Faiveley,white,"[' Chardonnay', ' ']", Contains sulfites
1592,https://images.vivino.com/thumbs/Vt5Xk5fPRaWekYNpP39VIQ_pb_x600.png,"Domaine Bernard Moreau et Fils
Les Vergers Chassagne-Montrachet 1er Cru 2013",2013,$199.99,60.1772%;,1.87333%;,51.845%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Domaine Bernard Moreau et Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru', ""Chassagne-Montrachet 1er Cru 'Les Vergers'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Bernard Moreau et Fils,white,"[' Chardonnay', ' ']", Contains sulfites
1593,https://images.vivino.com/thumbs/Pa-xX3PXSrqbCnLGdOz81g_pb_x600.png,"Domaine Faiveley
Bienvenues-Bâtard-Montrachet Grand Cru 2021",2021,$952,65.3954%;,6.15815%;,50.8463%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Domaine Faiveley'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bienvenues-Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Faiveley,white,"[' Chardonnay', ' ']", Contains sulfites
1594,https://images.vivino.com/thumbs/I-xm3j5dTCSsMcCk50xMeg_pb_x600.png,"Château Cheval Blanc
Le Petit Cheval Bordeaux Blanc 2021",2021,$222.26,58.3082%;,18.0814%;,42.2586%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/27_appetizers-snacks_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/28_leanfish_932x810.png']",4.5,"[['Winery', 'Château Cheval Blanc'], ['Grapes', 'Sauvignon Blanc'], ['France', 'Bordeaux'], ['Wine style', 'Bordeaux White'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Cheval Blanc,white,"[' Sauvignon Blanc', ' ']", 14%
